SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_500204.1	26	216	238	PF03291	C4M4R7_ENTHI_3-289	3	147	148	2.5e-27	93.0	0.86	Entamoeba histolytica
YP_500205.1	10	104	117	PF02410	K6YTN0_9ALTE_8-104	2	95	95	9.4e-28	93.6	0.98	Paraglaciecola psychrophila 170
YP_500206.1	19	136	194	PF01966	A0A0D6DXT9_9LACT_41-166	1	107	110	1.9e-21	73.6	0.92	Lactococcus piscium MKFS47
YP_500207.1	6	161	189	PF01467	H0DET6_9STAP_10-166	1	156	156	4.9e-41	137.7	0.98	Staphylococcus pettenkoferi VCU012
YP_500208.1	2	85	96	PF01985	A9RCK3_PHYPA_366-452	1	84	84	1.1e-34	115.9	0.99	Physcomitrella patens
YP_500209.1	5	87	268	PF08501	HMMer-3	1	83	83	3.4e-30	101.5	0.99	HMMer-3 model
YP_500209.1	94	245	268	PF01262	J3JBT9_9LACO_99-268	1	163	164	1.8e-36	123.2	0.92	Lactobacillus coryniformis subsp. coryniformis CECT 5711
YP_500210.1	69	222	366	PF03193	F6B4P2_DESCC_61-226	4	148	150	1.3e-38	129.4	0.9	Desulfotomaculum nigrificans CO-1-SRB
YP_500211.1	6	140	175	PF09419	F4SB59_MELLP_24-205	2	145	146	5e-32	108.4	0.96	Melampsora larici-populina 98AG31
YP_500212.1	2	223	228	PF01048	A0A0C2Y0C4_BACBA_2-228	1	211	220	8.9e-59	196.5	0.95	Bacillus badius
YP_500214.1	2	69	89	PF10242	T1JKX0_STRMM_9-205	64	121	173	0.0001	19.8	0.85	Strigamia maritima
YP_500215.1	39	117	234	PF01123	Q2FXX5_STAA8_29-117	2	76	76	7.6e-26	87.7	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500215.1	127	232	234	PF02876	HMMer-3	1	105	106	4e-42	140.2	0.99	HMMer-3 model
YP_500216.1	63	117	406	PF13784	A3K4Q6_9RHOB_23-75	2	55	55	7.1e-21	71.3	0.97	Sagittula stellata E-37
YP_500216.1	150	254	406	PF02661	H1XSS2_9BACT_115-214	3	94	95	7e-15	53.1	0.83	Caldithrix abyssi DSM 13497
YP_500217.1	28	395	409	PF01566	Q6F9H6_ACIAD_12-399	1	370	371	1.6e-48	163.2	0.92	Acinetobacter baylyi ADP1
YP_500218.1	3	241	250	PF03746	HMMer-3	1	238	239	4.6e-102	338.1	0.99	HMMer-3 model
YP_500219.1	1	109	453	PF00289	A0A0F8D318_CERFI_34-140	3	108	108	8.2e-46	152.4	0.98	Ceratocystis platani
YP_500219.1	114	317	453	PF02786	D8LCR8_ECTSI_170-381	1	203	208	2.9e-71	237.1	0.98	Ectocarpus siliculosus
YP_500219.1	334	444	453	PF02785	HMMer-3	1	107	108	2.9e-36	121.2	0.96	HMMer-3 model
YP_500220.1	73	148	149	PF00364	HMMer-3	1	73	73	1.2e-19	67.3	0.94	HMMer-3 model
YP_500221.1	1	254	304	PF02626	HMMer-3	9	264	264	2.7e-76	254.0	0.96	HMMer-3 model
YP_500222.1	1	193	233	PF02682	HMMer-3	13	200	202	1.2e-70	234.7	0.97	HMMer-3 model
YP_500223.1	7	77	158	PF03449	HMMer-3	2	70	71	2.2e-33	111.6	0.98	HMMer-3 model
YP_500223.1	82	158	158	PF01272	HMMer-3	3	75	77	3.5e-26	88.3	0.97	HMMer-3 model
YP_500224.1	6	186	207	PF00485	A0A0D3A6M9_BRAOL_52-283	1	178	179	9.3e-58	192.2	0.95	Brassica oleracea var. oleracea
YP_500225.1	89	323	422	PF01136	HMMer-3	2	231	233	2.1e-86	286.2	0.97	HMMer-3 model
YP_500225.1	337	418	422	PF16325	HMMer-3	4	82	82	2.4e-25	86.0	0.97	HMMer-3 model
YP_500226.1	72	306	307	PF01136	HMMer-3	1	230	233	1.6e-65	217.8	0.93	HMMer-3 model
YP_500227.1	33	210	212	PF07279	G7KG71_MEDTR_4-232	3	163	165	1.8e-39	132.7	0.93	Medicago truncatula
YP_500228.1	24	99	102	PF06949	R5A398_9CLOT_11-83	1	73	74	2.2e-21	73.4	0.95	Clostridium sp. CAG:1000
YP_500229.1	4	140	142	PF03652	HMMer-3	2	135	135	1.1e-41	139.7	0.96	HMMer-3 model
YP_500230.1	5	82	86	PF06135	R6U6E0_9CLOT_2-79	1	78	78	2.4e-34	114.8	0.99	Clostridium sp. CAG:964
YP_500231.1	8	557	876	PF01411	HMMer-3	1	550	552	4.8e-210	696.1	0.99	HMMer-3 model
YP_500231.1	654	712	876	PF07973	D7GX50_9FIRM_179-242	1	56	59	1.1e-22	77.6	0.97	butyrate-producing bacterium SS3/4
YP_500231.1	734	873	876	PF02272	HMMer-3	2	138	138	2.3e-31	106.4	0.98	HMMer-3 model
YP_500232.1	91	151	825	PF14490	C4Z272_EUBE2_75-144	1	60	61	1.8e-16	57.6	0.94	[Eubacterium] eligens ATCC 27750
YP_500232.1	152	243	825	PF14490	HMMer-3	2	92	92	2.5e-29	98.5	0.99	HMMer-3 model
YP_500232.1	338	546	825	PF13604	HMMer-3	2	191	192	4.5e-53	177.2	0.95	HMMer-3 model
YP_500232.1	585	650	825	PF18335	R6TVV4_9FIRM_567-629	1	61	65	5.7e-24	80.8	0.96	Oscillibacter sp. CAG:155
YP_500232.1	672	720	825	PF13538	HMMer-3	1	51	52	2.8e-16	56.5	0.96	HMMer-3 model
YP_500233.1	5	222	222	PF17874	A0A168END5_9HYPO_371-607	8	221	233	3.6e-44	148.3	0.96	Moelleriella libera RCEF 2490
YP_500236.1	8	365	380	PF00266	D5CPA4_SIDLE_4-366	1	332	333	2.4e-85	284.2	0.96	Sideroxydans lithotrophicus ES-1
YP_500237.1	22	301	337	PF00296	D5BI16_ZUNPS_6-306	2	259	262	6.3e-63	210.8	0.92	Zunongwangia profunda SM-A87
YP_500238.1	2	33	48	PF14013	HMMer-3	19	48	49	0.00086	17.0	0.92	HMMer-3 model
YP_500239.1	3	59	60	PF05532	F8JCM7_HYPSM_3-63	2	57	57	1.3e-18	64.5	0.97	Hyphomicrobium sp. MC1
YP_500242.2	15	208	424	PF05496	I7DLC4_PHAIB_14-247	2	186	188	4.3e-42	141.7	0.95	Phaeobacter inhibens DSM 17395
YP_500242.2	215	253	424	PF16193	E3J8Y5_FRASU_368-431	3	39	39	1.3e-12	45.1	0.97	Frankia inefficax
YP_500242.2	254	420	424	PF12002	HMMer-3	1	165	167	7.6e-65	215.3	0.98	HMMer-3 model
YP_500243.1	11	170	257	PF00899	D6D0M8_9BACE_4-238	2	160	160	1.2e-49	165.7	0.98	Bacteroides xylanisolvens XB1A
YP_500245.1	16	105	588	PF01336	A0A0E0N9L6_ORYRU_52-147	2	89	89	6.5e-26	87.6	0.92	Oryza rufipogon
YP_500245.1	125	560	588	PF00152	C8W9R3_ATOPD_141-578	2	363	363	5.8e-139	460.8	0.91	Atopobium parvulum DSM 20469
YP_500246.1	8	313	420	PF13393	E8SII0_STAPH_7-313	1	298	298	1.8e-88	294.2	0.99	Staphylococcus pseudintermedius HKU10-03
YP_500246.1	328	420	420	PF12745	M7TQH1_EUTLA_777-873	3	92	93	1.5e-24	83.4	0.97	Eutypa lata UCREL1
YP_500247.1	50	103	291	PF08239	E8SII1_STAPH_50-103	1	54	54	7e-33	109.6	0.99	Staphylococcus pseudintermedius HKU10-03
YP_500247.1	122	285	291	PF01520	H0DKR5_9STAP_122-286	1	168	168	2.2e-54	181.4	0.99	Staphylococcus pettenkoferi VCU012
YP_500248.1	2	143	150	PF02580	D7GTE0_9FIRM_2-144	1	142	143	1.1e-51	172.3	0.98	butyrate-producing bacterium SS3/4
YP_500249.1	31	177	729	PF13328	R6Y7I1_9FIRM_32-182	2	147	147	4.1e-62	206.0	0.99	Firmicutes bacterium CAG:94
YP_500249.1	220	348	729	PF04607	R5ITI0_9CLOT_201-346	3	128	128	4.3e-46	153.5	0.97	Clostridium sp. CAG:1193
YP_500249.1	395	453	729	PF02824	B4WSQ0_9SYNE_193-263	1	58	59	2.5e-27	91.8	0.99	Synechococcus sp. PCC 7335
YP_500249.1	650	726	729	PF13291	Q5FQ00_GLUOX_684-762	1	77	77	2.7e-19	66.6	0.99	Gluconobacter oxydans 621H
YP_500250.1	26	159	172	PF00156	F4HSX1_ARATH_111-282	4	121	127	1.7e-35	119.2	0.92	Arabidopsis thaliana
YP_500251.1	82	243	757	PF01368	R6Z1C2_9ACTN_85-252	1	166	166	3.3e-58	193.9	0.98	Collinsella sp. CAG:398
YP_500251.1	369	435	757	PF02272	C6RPU9_ACIRA_374-445	3	66	67	3.6e-21	72.1	0.97	Acinetobacter radioresistens SK82
YP_500251.1	452	556	757	PF17768	A0A1W6JN65_9VIRU_478-589	1	106	106	3.2e-29	98.6	0.97	Lactococcus phage LW81
YP_500251.1	563	752	757	PF10141	HMMer-3	1	202	202	4.2e-56	187.2	0.93	HMMer-3 model
YP_500252.2	28	52	759	PF07549	B7GFN7_ANOFW_28-52	1	23	25	3.8e-10	36.5	0.95	Anoxybacillus flavithermus WK1
YP_500252.2	237	409	759	PF02355	E1RHR1_METP4_305-482	1	167	170	9.3e-46	152.8	0.94	Methanolacinia petrolearia DSM 11571
YP_500252.2	473	500	759	PF07549	Q2FXT8_STAA8_453-480	1	28	28	2.5e-20	68.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500252.2	542	734	759	PF02355	HMMer-3	14	188	189	1.9e-64	213.9	0.93	HMMer-3 model
YP_500253.1	4	82	86	PF02699	HMMer-3	2	79	80	2e-29	98.7	0.93	HMMer-3 model
YP_500254.1	12	371	379	PF01702	HMMer-3	2	348	350	2.5e-162	537.3	0.98	HMMer-3 model
YP_500255.1	3	340	341	PF02547	HMMer-3	2	325	325	1.5e-140	465.3	0.97	HMMer-3 model
YP_500256.1	21	179	334	PF05496	HMMer-3	1	159	159	1.1e-79	263.1	0.99	HMMer-3 model
YP_500256.1	182	255	334	PF17864	HMMer-3	1	74	74	8.1e-31	103.0	0.99	HMMer-3 model
YP_500256.1	254	327	334	PF05491	A0A0G0GBP1_9BACT_252-326	1	73	74	9.2e-35	115.7	0.99	Berkelbacteria bacterium GW2011_GWA2_35_9
YP_500257.1	1	61	200	PF01330	HMMer-3	1	60	60	6.1e-21	71.7	0.97	HMMer-3 model
YP_500257.1	71	130	200	PF14520	Q4JVD8_CORJK_71-130	1	60	60	1.2e-26	90.1	0.99	Corynebacterium jeikeium K411
YP_500257.1	153	199	200	PF07499	A0A0A8JP84_BACSX_153-198	3	46	47	1.9e-16	57.2	0.96	Bacillus sp. OxB-1
YP_500258.1	19	59	151	PF02796	R7AUV5_9FIRM_15-55	1	40	41	4.3e-15	52.9	0.96	Firmicutes bacterium CAG:534
YP_500258.1	69	145	151	PF13291	G0VP01_MEGEL_68-144	3	77	77	8.9e-21	70.9	0.97	Megasphaera elsdenii DSM 20460
YP_500259.1	3	157	430	PF01018	HMMer-3	1	155	155	2.1e-61	203.4	0.99	HMMer-3 model
YP_500259.1	160	279	430	PF01926	A0A093X0S6_9PEZI_22-264	2	121	131	2.3e-38	128.3	0.95	Pseudogymnoascus sp. VKM F-3808
YP_500259.1	274	324	430	PF02421	I6Z9R7_MELRP_1-53	2	52	52	1.2e-09	35.5	0.93	Melioribacter roseus P3M-2
YP_500259.1	359	429	430	PF09269	A0A0G1T9B6_9BACT_69-143	1	70	71	2.3e-26	88.9	0.98	Candidatus Peregrinibacteria bacterium GW2011_GWA2_47_7
YP_500260.1	10	89	94	PF01016	HMMer-3	1	79	79	3.2e-35	117.4	0.96	HMMer-3 model
YP_500261.1	1	102	106	PF04327	K0AYW7_CLOA9_1-109	1	103	104	2.2e-27	92.8	0.96	Gottschalkia acidurici 9a
YP_500262.1	1	100	102	PF00829	HMMer-3	1	101	101	5.5e-42	139.5	0.98	HMMer-3 model
YP_500263.1	1	165	176	PF04093	HMMer-3	1	159	160	4.5e-41	137.9	0.97	HMMer-3 model
YP_500264.1	55	105	280	PF04999	F6CIS2_DESK7_28-117	17	52	81	4.2e-06	23.9	0.85	Desulfofundulus kuznetsovii DSM 6115
YP_500264.1	114	266	280	PF04085	A0A0F7HLA8_9STAP_122-274	1	152	153	3e-42	141.0	0.98	Salinicoccus halodurans
YP_500265.1	14	38	39	PF09177	M0RGT0_MUSAM_6-52	15	36	52	3.9e-05	20.9	0.9	Musa acuminata subsp. malaccensis
YP_500266.1	25	156	157	PF16284	HMMer-3	1	136	136	2.2e-73	242.0	0.93	HMMer-3 model
YP_500267.1	28	78	94	PF09605	J4UAR2_9FIRM_8-74	2	51	66	0.00037	17.9	0.9	Lachnoanaerobaculum sp. ICM7
YP_500268.1	36	81	218	PF12826	A0A0G1WPQ0_9BACT_61-108	2	46	46	4.2e-11	40.6	0.96	Parcubacteria group bacterium GW2011_GWA1_51_12
YP_500268.1	92	213	218	PF04002	H3NFY7_9LACT_94-227	1	121	122	1.7e-49	164.1	0.98	Dolosigranulum pigrum ATCC 51524
YP_500269.1	8	90	235	PF06750	HMMer-3	4	82	84	2.6e-20	69.7	0.93	HMMer-3 model
YP_500269.1	102	219	235	PF01478	G9YTJ0_9FIRM_4-137	2	122	124	1.6e-10	38.6	0.89	Flavonifractor plautii ATCC 29863
YP_500271.1	44	301	423	PF08245	Q65TD0_MANSM_54-294	1	217	218	4.7e-51	171.1	0.88	[Mannheimia] succiniciproducens MBEL55E
YP_500271.1	293	375	423	PF02875	H2CIU5_9LEPT_710-796	1	84	84	1.6e-16	57.9	0.95	Leptonema illini DSM 21528
YP_500272.1	15	560	876	PF00133	HMMer-3	2	601	602	1.2e-216	718.0	0.98	HMMer-3 model
YP_500272.1	604	739	876	PF08264	A0A0D3V6Q5_9BACL_674-822	1	135	137	5e-44	147.1	0.97	Paenibacillus sp. IHBB 10380
YP_500272.1	810	875	876	PF10458	HMMer-3	1	66	66	8.1e-24	81.1	0.99	HMMer-3 model
YP_500273.1	6	182	186	PF03352	HMMer-3	3	175	177	3.8e-64	213.1	0.98	HMMer-3 model
YP_500274.1	31	348	357	PF05145	HMMer-3	1	312	314	2.9e-74	247.2	0.98	HMMer-3 model
YP_500276.1	40	421	428	PF00202	G4QFG6_GLANF_27-426	1	356	357	1.7e-98	328.0	0.97	Glaciecola nitratireducens FR1064
YP_500277.1	3	321	324	PF00490	HMMer-3	2	316	317	2.5e-146	484.2	0.98	HMMer-3 model
YP_500278.1	12	213	222	PF02602	D4H6I5_DENA2_13-221	11	206	206	6.2e-41	137.6	0.93	Denitrovibrio acetiphilus DSM 12809
YP_500279.1	4	209	308	PF01379	B1YJV1_EXIS2_4-213	2	205	206	9.5e-83	273.9	0.99	Exiguobacterium sibiricum 255-15
YP_500279.1	224	294	308	PF03900	HMMer-3	2	74	75	3.9e-24	82.2	0.95	HMMer-3 model
YP_500280.1	12	269	271	PF01578	A0A0B1YE80_9BACI_6-272	2	253	257	1.2e-36	123.7	0.95	Lysinibacillus sp. A1
YP_500281.1	6	156	448	PF05201	Q8Y6X4_LISMO_6-156	1	151	151	1.7e-50	168.2	0.99	Listeria monocytogenes EGD-e
YP_500281.1	171	306	448	PF01488	HMMer-3	1	137	138	1.6e-45	151.9	0.97	HMMer-3 model
YP_500281.1	319	418	448	PF00745	Q49YA4_STAS1_317-419	7	101	101	6.5e-21	72.2	0.96	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500282.1	28	145	196	PF01926	A6L4J3_BACV8_25-143	1	117	117	4e-31	105.1	0.99	Bacteroides vulgatus ATCC 8482
YP_500283.1	11	48	420	PF06689	C5B0N2_METEA_11-49	1	38	38	1.7e-20	69.9	0.97	Methylorubrum extorquens AM1
YP_500283.1	82	305	420	PF07724	A0A0D9YID4_9ORYZ_229-452	1	229	230	1.1e-97	323.5	0.97	Oryza glumipatula
YP_500283.1	311	399	420	PF10431	I0ANZ7_IGNAJ_353-451	1	88	89	1.4e-33	112.5	0.97	Ignavibacterium album JCM 16511
YP_500284.1	1	145	433	PF05697	HMMer-3	1	140	141	9.6e-47	156.2	0.97	HMMer-3 model
YP_500284.1	159	239	433	PF00254	K9R6S1_9CYAN_162-256	2	82	82	1.3e-25	86.9	0.96	Rivularia sp. PCC 7116
YP_500284.1	264	422	433	PF05698	HMMer-3	1	160	162	7e-46	153.6	0.99	HMMer-3 model
YP_500285.1	1	34	36	PF01994	A8ABJ8_IGNH4_54-169	42	69	112	3.6e-05	20.8	0.85	Ignicoccus hospitalis KIN4/I
YP_500286.1	76	289	309	PF11428	A0A0C5RLK3_9MOLU_3-269	1	214	215	8.1e-50	167.1	0.96	Ureaplasma diversum
YP_500287.1	62	188	202	PF00293	H2J1B4_RAHAC_29-161	4	114	119	8.7e-11	39.4	0.81	Rahnella aquatilis CIP 78.65 = ATCC 33071
YP_500289.1	3	109	118	PF00453	HMMer-3	1	107	107	2.4e-50	166.5	0.99	HMMer-3 model
YP_500290.1	2	62	66	PF01632	HMMer-3	1	61	61	1.5e-25	86.8	0.99	HMMer-3 model
YP_500291.1	7	131	175	PF14877	A0A066VK06_9HOMO_50-201	2	126	128	2.3e-40	135.1	0.96	Rhizoctonia solani AG-8 WAC10335
YP_500291.1	137	175	175	PF05198	A0A0D3FBJ0_9ORYZ_218-358	2	36	108	9e-06	23.5	0.93	Oryza barthii
YP_500292.1	20	481	497	PF00324	HMMer-3	1	474	479	2.6e-134	445.8	0.96	HMMer-3 model
YP_500293.1	5	86	645	PF02824	D4XB98_9BURK_2-89	2	82	82	9.8e-26	87.9	0.98	Achromobacter piechaudii ATCC 43553
YP_500293.1	169	246	645	PF07973	H2UN26_TAKRU_183-260	1	78	78	1.6e-38	128.1	0.99	Takifugu rubripes
YP_500293.1	314	535	645	PF00587	B4U7U2_HYDS0_312-530	2	214	215	1.3e-82	274.0	0.97	Hydrogenobaculum sp. Y04AAS1
YP_500293.1	547	637	645	PF03129	F7V5Y4_CLOSS_371-459	1	85	90	2e-28	95.9	0.96	Clostridium sp. SY8519
YP_500295.1	1	94	306	PF07319	Q5HNM0_STAEQ_1-94	1	94	94	1.8e-45	150.5	1.0	Staphylococcus epidermidis RP62A
YP_500295.1	156	291	306	PF00308	H4GI71_9LACO_125-307	3	123	124	3.9e-25	86.2	0.95	Lactobacillus gastricus PS3
YP_500296.1	302	387	466	PF07261	Q3XZG1_ENTFC_302-391	2	86	87	1.4e-23	80.1	0.97	Enterococcus faecium DO
YP_500297.1	49	137	156	PF03477	Q5SM09_THET8_49-134	2	89	89	1.3e-33	112.8	0.98	Thermus thermophilus HB8
YP_500298.1	3	103	341	PF00044	HMMer-3	2	99	101	4.1e-35	117.6	0.98	HMMer-3 model
YP_500298.1	158	311	341	PF02800	F0QS86_MYCSL_164-316	3	153	153	9.7e-66	217.9	0.99	Mycoplasma suis str. Illinois
YP_500299.1	3	183	207	PF01121	HMMer-3	2	175	179	5.1e-59	196.3	0.96	HMMer-3 model
YP_500300.1	1	190	290	PF01149	H8E567_9MICO_1-160	1	163	164	1.8e-37	126.7	0.88	Microbacterium laevaniformans OR221
YP_500300.1	182	240	290	PF06831	I6FLC6_SHIFL_1-62	1	58	59	7.4e-14	49.1	0.98	Shigella flexneri 1235-66
YP_500300.1	264	290	290	PF06827	Q49YC0_STAS1_262-291	3	28	28	1.2e-09	35.8	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500301.1	3	174	876	PF02739	D1BM52_VEIPT_3-175	1	165	166	1.1e-55	185.0	0.97	Veillonella parvula DSM 2008
YP_500301.1	171	286	876	PF01367	A8YWE7_LACH4_176-292	1	113	115	3.6e-40	134.4	0.94	Lactobacillus helveticus DPC 4571
YP_500301.1	293	420	876	PF01612	X4ZAJ5_9BACL_304-450	7	108	115	4e-10	37.5	0.84	Paenibacillus sabinae T27
YP_500301.1	498	874	876	PF00476	HMMer-3	3	376	376	2.2e-157	521.3	0.99	HMMer-3 model
YP_500302.1	219	367	495	PF05631	M0Z9S7_HORVD_1-146	45	97	116	0.00026	18.0	0.84	Hordeum vulgare subsp. vulgare
YP_500302.1	382	454	495	PF09746	E4XMX8_OIKDI_60-166	24	71	81	0.00028	18.4	0.92	Oikopleura dioica
YP_500303.1	132	211	553	PF00672	C6LAB2_9FIRM_177-246	3	67	68	0.00023	19.2	0.88	Marvinbryantia formatexigens DSM 14469
YP_500303.1	215	321	553	PF13596	A6Q3X6_NITSB_723-830	2	106	106	9.6e-14	49.0	0.87	Nitratiruptor sp. SB155-2
YP_500303.1	329	396	553	PF00512	HMMer-3	2	66	67	1.1e-19	67.7	0.94	HMMer-3 model
YP_500303.1	405	443	553	PF02796	C4M589_ENTHI_54-96	7	39	43	0.00057	16.8	0.88	Entamoeba histolytica
YP_500303.1	440	549	553	PF02518	A0A0F0HK28_9PSEU_278-400	3	113	115	2.6e-32	109.0	0.97	Saccharothrix sp. ST-888
YP_500304.1	5	115	234	PF00072	HMMer-3	1	111	112	2.3e-31	105.6	0.98	HMMer-3 model
YP_500304.1	151	228	234	PF00486	HMMer-3	4	77	77	1.7e-30	102.3	0.97	HMMer-3 model
YP_500306.1	22	421	422	PF00180	J2KWZ8_9RHIZ_13-360	2	335	335	1.8e-131	435.9	0.92	Rhizobium sp. CF142
YP_500307.1	1	267	285	PF00285	HMMer-3	85	361	361	2e-104	346.8	0.98	HMMer-3 model
YP_500308.1	13	452	453	PF00324	HMMer-3	1	469	479	5.1e-102	339.3	0.94	HMMer-3 model
YP_500311.1	1	344	585	PF00224	HMMer-3	1	345	348	2.2e-154	510.8	0.98	HMMer-3 model
YP_500311.1	357	470	585	PF02887	HMMer-3	2	117	117	4.1e-38	127.6	0.96	HMMer-3 model
YP_500311.1	506	575	585	PF00391	Q7MZ03_PHOLL_829-901	2	70	70	2.3e-16	56.8	0.97	Photorhabdus laumondii subsp. laumondii TTO1
YP_500312.1	1	260	307	PF00365	E8SIV4_STAPH_3-277	14	273	273	4.5e-103	341.5	1.0	Staphylococcus pseudintermedius HKU10-03
YP_500313.1	1	97	314	PF03255	F3L5W2_9GAMM_5-101	1	97	97	1.2e-36	122.6	0.99	Halieaceae bacterium IMCC3088
YP_500313.1	91	308	314	PF06833	Q3Y0W9_ENTFC_294-548	1	216	216	7.6e-86	284.7	0.99	Enterococcus faecium DO
YP_500314.1	30	55	285	PF17848	A0A1I1GG98_9LACT_30-54	1	25	25	1.6e-13	47.6	0.99	Fructobacillus durionis
YP_500314.1	60	285	285	PF01039	V9XLL8_9NOCA_2-491	2	205	404	2e-70	235.2	0.95	Rhodococcus pyridinivorans SB3094
YP_500315.1	15	51	409	PF00390	A0A0M2J7C9_9ACTN_83-119	2	37	37	2.1e-15	53.6	0.97	Streptomyces mangrovisoli
YP_500315.1	45	148	409	PF00390	D9QQL4_ACEAZ_32-152	2	107	107	1.7e-42	141.5	0.98	Acetohalobium arabaticum DSM 5501
YP_500315.1	161	383	409	PF03949	B0KCG3_THEP3_160-383	1	225	225	2.6e-84	280.1	0.99	Thermoanaerobacter pseudethanolicus ATCC 33223
YP_500316.1	4	234	1065	PF02811	Q2G7G3_NOVAD_27-202	2	133	163	1.9e-29	99.8	0.9	Novosphingobium aromaticivorans DSM 12444
YP_500316.1	247	667	1065	PF07733	Q9F1K0_STAA8_242-667	6	406	406	1.3e-173	574.7	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500316.1	727	828	1065	PF14579	F9HI67_9STRE_712-811	2	97	98	6e-27	91.2	0.96	Streptococcus sp. oral taxon 056 str. F0418
YP_500316.1	913	986	1065	PF01336	D2UEG2_XANAP_1029-1109	9	79	79	1e-14	52.0	0.91	Xanthomonas albilineans GPE PC73
YP_500317.1	17	166	313	PF01368	Q03ER6_PEDPA_16-166	2	146	147	8.1e-36	120.7	0.94	Pediococcus pentosaceus ATCC 25745
YP_500317.1	251	301	313	PF02272	E6M6P4_STALU_250-309	1	51	52	8.9e-16	54.7	0.94	Staphylococcus lugdunensis M23590
YP_500318.1	3	57	432	PF08220	B2JVC6_BURP8_7-60	1	48	52	2.5e-08	31.3	0.91	Paraburkholderia phymatum STM815
YP_500318.1	75	177	432	PF07085	HMMer-3	1	104	105	6.5e-30	100.4	0.98	HMMer-3 model
YP_500318.1	187	306	432	PF01368	E1RG23_METP4_3-378	4	123	124	6.1e-20	69.2	0.93	Methanolacinia petrolearia DSM 11571
YP_500318.1	345	420	432	PF03061	O34921_BACSU_352-427	1	76	76	1.1e-22	77.1	0.99	Bacillus subtilis subsp. subtilis str. 168
YP_500319.1	2	137	137	PF00582	V4KF41_EUTSA_7-156	2	147	147	1.2e-24	84.8	0.92	Eutrema salsugineum
YP_500320.1	6	195	229	PF13483	Q8Y6V4_LISMO_2-193	2	180	180	2e-44	148.8	0.95	Listeria monocytogenes EGD-e
YP_500321.1	3	130	351	PF01321	HMMer-3	2	132	132	2.1e-22	77.6	0.97	HMMer-3 model
YP_500321.1	138	351	351	PF00557	A0A0G2ICK7_9EURO_177-405	1	215	218	1e-71	238.4	0.98	Emmonsia crescens UAMH 3008
YP_500323.1	4	136	372	PF05222	HMMer-3	1	136	136	3.4e-46	154.3	0.98	HMMer-3 model
YP_500323.1	140	353	372	PF01262	HMMer-3	2	214	214	7.7e-86	284.2	0.99	HMMer-3 model
YP_500324.1	3	143	166	PF00582	HMMer-3	2	141	141	1.8e-36	123.1	0.98	HMMer-3 model
YP_500325.1	4	391	400	PF00871	HMMer-3	2	390	390	9.2e-167	552.0	0.98	HMMer-3 model
YP_500326.1	76	275	315	PF02384	S1RLR9_9ENTE_79-334	7	198	199	3.4e-31	105.7	0.92	Enterococcus cecorum DSM 20682 = ATCC 43198
YP_500327.1	19	158	164	PF08534	HMMer-3	2	147	147	2.6e-26	89.4	0.92	HMMer-3 model
YP_500328.1	11	247	256	PF01925	HMMer-3	2	235	236	1.5e-40	136.7	0.92	HMMer-3 model
YP_500329.1	13	163	407	PF02926	D5E520_MYCCM_12-151	1	148	149	1.8e-46	155.7	0.97	Mycoplasma crocodyli MP145
YP_500329.1	175	371	407	PF02568	HMMer-3	1	196	197	4.2e-61	203.3	0.98	HMMer-3 model
YP_500330.1	10	366	382	PF00266	D5CPA4_SIDLE_4-366	1	333	333	7.5e-74	246.4	0.95	Sideroxydans lithotrophicus ES-1
YP_500332.1	5	561	564	PF06160	HMMer-3	1	556	557	8.5e-150	496.9	1.0	HMMer-3 model
YP_500333.1	15	150	154	PF13185	J3KGF6_COCIM_14-183	1	136	137	3.8e-48	160.5	0.98	Coccidioides immitis RS
YP_500334.1	40	146	200	PF00163	A7HM25_FERNB_3-172	2	106	107	3.4e-42	140.1	0.98	Fervidobacterium nodosum Rt17-B1
YP_500336.1	15	243	247	PF03009	Q9F3C5_STRCO_39-280	1	228	229	1.3e-62	209.2	0.95	Streptomyces coelicolor A3(2)
YP_500337.1	38	142	148	PF02566	HMMer-3	3	99	100	7.4e-21	71.9	0.91	HMMer-3 model
YP_500338.1	7	78	386	PF00266	M2QW32_COCSN_7-110	2	85	86	1.2e-11	41.9	0.94	Bipolaris sorokiniana ND90Pr
YP_500338.1	80	354	386	PF00266	R7YJ14_CONA1_109-423	3	259	263	8.7e-53	176.8	0.9	Coniosporium apollinis CBS 100218
YP_500339.1	38	307	534	PF00389	A5UKD4_METS3_3-311	2	269	271	2e-94	313.0	0.98	Methanobrevibacter smithii ATCC 35061
YP_500339.1	459	521	534	PF01842	I1M611_SOYBN_513-577	2	61	63	1.1e-21	74.3	0.96	Glycine max
YP_500341.1	2	345	376	PF12689	T1J551_STRMM_8-165	3	119	120	4.9e-17	59.6	0.86	Strigamia maritima
